Time,Volt
"0,5125",+85.292063E-03
"0,515",+71.177635E-03
"0,5175",+56.626510E-03
"0,52",+42.480918E-03
"0,5225",+28.118340E-03
"0,525",+14.908608E-03
"0,5275","0,857447"
"0,53",-11.837593E-03
"0,5325",-25.181815E-03
"0,535",-38.564495E-03
"0,5375",-51.061671E-03
"0,54",-65.603201E-03
"0,5425",-79.723912E-03
"0,545",-93.853481E-03
"0,5475",-104.867331E-03
"0,55",-118.068274E-03
"0,5525",-130.084678E-03
"0,555",-142.478073E-03
"0,5575",-154.864691E-03
"0,56",-166.984951E-03
"0,5625",-178.982441E-03
"0,565",-189.443806E-03
"0,5675",-199.999355E-03
"0,57",-210.194080E-03
"0,5725",-220.338589E-03
"0,575",-230.331879E-03
"0,5775",-239.672655E-03
"0,58",-247.505391E-03
"0,5825",-256.528381E-03
"0,585",-264.531398E-03
"0,5875",-271.946745E-03
"0,59",-279.135419E-03
"0,5925",-285.250334E-03
"0,595",-291.714264E-03
"0,5975",-298.180394E-03
"0,6",-303.573019E-03
"0,6025",-308.353497E-03
"0,605",-313.532191E-03
"0,6075",-318.651320E-03
"0,61",-321.431280E-03
"0,6125",-324.945400E-03
"0,615",-327.712579E-03
"0,6175",-329.888575E-03
"0,62",-332.209885E-03
"0,6225",-333.510210E-03
"0,625",-334.838029E-03
"0,6275",-335.589210E-03
"0,63",-335.406459E-03
"0,6325",-334.520965E-03
"0,635",-333.980949E-03
"0,6375",-332.749571E-03
"0,64",-330.526138E-03
"0,6425",-329.131184E-03
"0,645",-326.546607E-03
"0,6475",-323.835361E-03
"0,65",-321.285593E-03
"0,6525",-316.917359E-03
"0,655",-312.733269E-03
"0,6575",-308.465239E-03
"0,66",-303.179210E-03
"0,6625",-298.577966E-03
"0,665",-292.808905E-03
"0,6675",-287.437587E-03
"0,67",-281.276015E-03
"0,6725",-275.779670E-03
"0,675",-268.364430E-03
"0,6775",-262.469707E-03
"0,68",-255.295923E-03
"0,6825",-246.854280E-03
"0,685",-239.931827E-03
"0,6875",-231.979109E-03
"0,69",-223.103404E-03
"0,6925",-215.131878E-03
"0,695",-206.068454E-03
"0,6975",-198.138176E-03
"0,7",-189.610668E-03
"0,7025",-181.555068E-03
"0,705",-171.664915E-03
"0,7075",-161.966920E-03
"0,71",-151.426219E-03
"0,7125",-142.029540E-03
"0,715",-132.754887E-03
"0,7175",-122.990516E-03
"0,72",-113.938737E-03
"0,7225",-104.595027E-03
"0,725",-95.295711E-03
"0,7275",-84.950388E-03
"0,73",-75.298345E-03
"0,7325",-63.970525E-03
"0,735",-53.730936E-03
"0,7375",-44.651744E-03
"0,74",-36.325738E-03
"0,7425",-27.708075E-03
"0,745",-19.403937E-03
"0,7475",-10.747688E-03
"0,75",-1.451635E-03
"0,7525",+6.676664E-03
"0,755",+16.384934E-03
"0,7575",+24.164458E-03
"0,76",+32.279959E-03
"0,7625",+41.058305E-03
"0,765",+49.512686E-03
"0,7675",+57.201051E-03
"0,77",+65.257154E-03
"0,7725",+74.185859E-03
"0,775",+81.399698E-03
"0,7775",+88.815814E-03
"0,78",+95.941833E-03
"0,7825",+103.582608E-03
"0,785",+111.400299E-03
"0,7875",+117.518550E-03
"0,79",+124.075581E-03
"0,7925",+130.555653E-03
"0,795",+136.340150E-03
"0,7975",+141.635376E-03
"0,8",+147.229010E-03
"0,8025",+151.796278E-03
"0,805",+157.012223E-03
"0,8075",+160.881530E-03
"0,81",+164.279651E-03
"0,8125",+168.773715E-03
"0,815",+172.804006E-03
"0,8175",+175.428988E-03
"0,82",+179.289480E-03
"0,8225",+181.016909E-03
"0,825",+183.110987E-03
"0,8275",+185.994356E-03
"0,83",+187.520494E-03
"0,8325",+189.671917E-03
"0,835",+190.654957E-03
"0,8375",+191.921029E-03
"0,84",+192.605130E-03
"0,8425",+193.678922E-03
"0,845",+193.258560E-03
"0,8475",+192.513556E-03
"0,85",+192.375570E-03
"0,8525",+191.298761E-03
"0,855",+189.951276E-03
"0,8575",+189.259991E-03
"0,86",+187.155967E-03
"0,8625",+185.591566E-03
"0,865",+183.408610E-03
"0,8675",+181.260908E-03
"0,87",+179.108654E-03
"0,8725",+175.786827E-03
"0,875",+172.463755E-03
"0,8775",+169.530296E-03
"0,88",+165.669955E-03
"0,8825",+162.497551E-03
"0,885",+158.983437E-03
"0,8875",+155.314928E-03
"0,89",+150.902322E-03
"0,8925",+146.178200E-03
"0,895",+141.700060E-03
"0,8975",+137.054916E-03
"0,9",+132.465716E-03
"0,9025",+126.518150E-03
"0,905",+120.776648E-03
"0,9075",+115.864122E-03
"0,91",+109.868814E-03
"0,9125",+104.090215E-03
"0,915",+98.103906E-03
"0,9175",+91.731461E-03
"0,92",+85.336690E-03
"0,9225",+80.330705E-03
"0,925",+73.687904E-03
"0,9275",+66.910563E-03
"0,93",+60.958674E-03
"0,9325",+54.492178E-03
"0,935",+48.351717E-03
"0,9375",+41.966537E-03
"0,94",+35.697692E-03
"0,9425",+29.146398E-03
"0,945",+23.100843E-03
"0,9475",+16.831869E-03
"0,95",+10.575501E-03
"0,9525",+4.133831E-03
"0,955",-1.814619E-03
"0,9575",-7.524894E-03
"0,96",-13.133760E-03
"0,9625",-19.606621E-03
"0,965",-24.622282E-03
"0,9675",-30.225341E-03
"0,97",-36.142297E-03
"0,9725",-41.409170E-03
"0,975",-46.098154E-03
"0,9775",-52.402244E-03
"0,98",-58.168228E-03
"0,9825",-63.708648E-03
"0,985",-69.851778E-03
"0,9875",-75.401358E-03
"0,99",-81.038659E-03
"0,9925",-86.177202E-03
"0,995",-90.605331E-03
"0,9975",-96.223303E-03
+1.000000E-03,-100.149843E-03
+1.002500E-03,-104.238907E-03
+1.005000E-03,-108.060923E-03
+1.007500E-03,-112.577564E-03
+1.010000E-03,-116.176944E-03
+1.012500E-03,-119.873287E-03
+1.015000E-03,-122.819578E-03
+1.017500E-03,-125.734151E-03
+1.020000E-03,-129.329991E-03
+1.022500E-03,-132.797017E-03
+1.025000E-03,-135.765160E-03
+1.027500E-03,-138.446876E-03
+1.030000E-03,-140.617370E-03
+1.032500E-03,-142.812856E-03
+1.035000E-03,-144.420941E-03
+1.037500E-03,-146.380472E-03
+1.040000E-03,-148.063576E-03
+1.042500E-03,-150.262606E-03
+1.045000E-03,-150.576407E-03
+1.047500E-03,-152.489455E-03
+1.050000E-03,-153.070261E-03
+1.052500E-03,-153.758255E-03
+1.055000E-03,-154.364051E-03
+1.057500E-03,-154.665559E-03
+1.060000E-03,-155.111493E-03
+1.062500E-03,-153.934046E-03
+1.065000E-03,-154.200010E-03
+1.067500E-03,-153.990443E-03
+1.070000E-03,-153.251789E-03
+1.072500E-03,-152.592513E-03
+1.075000E-03,-151.028579E-03
+1.077500E-03,-149.517627E-03
+1.080000E-03,-148.644922E-03
+1.082500E-03,-147.507987E-03
+1.085000E-03,-144.992238E-03
+1.087500E-03,-143.192661E-03
+1.090000E-03,-141.333136E-03
+1.092500E-03,-139.416894E-03
+1.095000E-03,-137.401387E-03
+1.097500E-03,-134.084254E-03
+1.100000E-03,-131.979936E-03
+1.102500E-03,-128.977194E-03
+1.105000E-03,-125.714278E-03
+1.107500E-03,-123.141443E-03
+1.110000E-03,-120.431476E-03
+1.112500E-03,-117.453904E-03
+1.115000E-03,-114.272556E-03
+1.117500E-03,-110.406396E-03
+1.120000E-03,-106.810012E-03
+1.122500E-03,-103.543773E-03
+1.125000E-03,-101.011901E-03
+1.127500E-03,-96.989123E-03
+1.130000E-03,-93.455506E-03
+1.132500E-03,-88.977048E-03
+1.135000E-03,-84.843509E-03
+1.137500E-03,-80.236516E-03
+1.140000E-03,-75.953016E-03
+1.142500E-03,-71.787928E-03
+1.145000E-03,-67.079404E-03
+1.147500E-03,-62.733185E-03
+1.150000E-03,-58.377122E-03
+1.152500E-03,-53.713412E-03
+1.155000E-03,-48.628988E-03
+1.157500E-03,-44.598666E-03
+1.160000E-03,-41.744236E-03
+1.162500E-03,-37.946512E-03
+1.165000E-03,-34.155918E-03
+1.167500E-03,-29.822266E-03
+1.170000E-03,-25.748443E-03
+1.172500E-03,-22.646137E-03
+1.175000E-03,-18.773176E-03
+1.177500E-03,-15.199292E-03
+1.180000E-03,-10.557570E-03
+1.182500E-03,-6.932628E-03
+1.185000E-03,-2.448083E-03
+1.187500E-03,"0,824959"
+1.190000E-03,+4.364580E-03
+1.192500E-03,+7.611877E-03
+1.195000E-03,+11.770742E-03
+1.197500E-03,+15.077282E-03
+1.200000E-03,+18.585879E-03
+1.202500E-03,+22.272490E-03
+1.205000E-03,+24.650435E-03
+1.207500E-03,+28.309067E-03
+1.210000E-03,+32.081581E-03
+1.212500E-03,+35.168797E-03
+1.215000E-03,+38.217699E-03
+1.217500E-03,+40.282009E-03
+1.220000E-03,+43.529256E-03
+1.222500E-03,+46.318249E-03
+1.225000E-03,+48.515969E-03
+1.227500E-03,+51.239346E-03
+1.230000E-03,+53.582650E-03
+1.232500E-03,+55.529499E-03
+1.235000E-03,+57.655707E-03
+1.237500E-03,+60.011283E-03
+1.240000E-03,+61.355359E-03
+1.242500E-03,+63.289740E-03
+1.245000E-03,+64.810279E-03
+1.247500E-03,+65.865068E-03
+1.250000E-03,+67.721663E-03
+1.252500E-03,+69.175711E-03
+1.255000E-03,+70.601493E-03
+1.257500E-03,+71.025635E-03
+1.260000E-03,+72.059172E-03
+1.262500E-03,+72.511483E-03
+1.265000E-03,+73.390634E-03
+1.267500E-03,+73.692290E-03
+1.270000E-03,+73.933533E-03
+1.272500E-03,+74.525119E-03
+1.275000E-03,+74.442475E-03
+1.277500E-03,+74.329903E-03
+1.280000E-03,+74.520795E-03
+1.282500E-03,+74.046449E-03
+1.285000E-03,+73.871263E-03
+1.287500E-03,+73.154935E-03
+1.290000E-03,+72.300713E-03
+1.292500E-03,+71.650091E-03
+1.295000E-03,+70.476263E-03
+1.297500E-03,+69.259617E-03
+1.300000E-03,+68.364964E-03
+1.302500E-03,+67.538610E-03
+1.305000E-03,+65.604485E-03
+1.307500E-03,+63.955566E-03
+1.310000E-03,+62.488807E-03
+1.312500E-03,+61.361294E-03
+1.315000E-03,+59.862778E-03
+1.317500E-03,+58.402901E-03
+1.320000E-03,+56.408404E-03
+1.322500E-03,+54.611570E-03
+1.325000E-03,+52.614032E-03
+1.327500E-03,+50.003905E-03
+1.330000E-03,+47.604457E-03
+1.332500E-03,+45.657977E-03
+1.335000E-03,+42.808703E-03
+1.337500E-03,+41.040789E-03
+1.340000E-03,+38.691745E-03
+1.342500E-03,+36.113025E-03
+1.345000E-03,+34.080989E-03
+1.347500E-03,+31.430844E-03
+1.350000E-03,+28.822842E-03
+1.352500E-03,+25.409760E-03
+1.355000E-03,+22.750093E-03
+1.357500E-03,+20.230485E-03
+1.360000E-03,+17.899828E-03
+1.362500E-03,+15.491316E-03
+1.365000E-03,+12.381202E-03
+1.367500E-03,+9.712114E-03
+1.370000E-03,+6.845112E-03
+1.372500E-03,+3.735252E-03
+1.375000E-03,+2.001891E-03
+1.377500E-03,"-0,931424"
+1.380000E-03,-3.777723E-03
+1.382500E-03,-5.623738E-03
+1.385000E-03,-8.987689E-03
+1.387500E-03,-12.335267E-03
+1.390000E-03,-14.659491E-03
+1.392500E-03,-17.555788E-03
+1.395000E-03,-19.222986E-03
+1.397500E-03,-21.851703E-03
+1.400000E-03,-24.112699E-03
+1.402500E-03,-27.030413E-03
+1.405000E-03,-29.432688E-03
+1.407500E-03,-31.324169E-03
+1.410000E-03,-33.962205E-03
+1.412500E-03,-35.953671E-03
+1.415000E-03,-38.526168E-03
+1.417500E-03,-40.428966E-03
+1.420000E-03,-42.272246E-03
+1.422500E-03,-44.747955E-03
+1.425000E-03,-45.894313E-03
+1.427500E-03,-47.966917E-03
+1.430000E-03,-49.941739E-03
+1.432500E-03,-51.930433E-03
+1.435000E-03,-54.545906E-03
+1.437500E-03,-56.493509E-03
+1.440000E-03,-57.947707E-03
+1.442500E-03,-60.083438E-03
+1.445000E-03,-61.248587E-03
+1.447500E-03,-63.302554E-03
+1.450000E-03,-63.576006E-03
+1.452500E-03,-66.075743E-03
+1.455000E-03,-67.078103E-03
+1.457500E-03,-68.468431E-03
+1.460000E-03,-69.860450E-03
+1.462500E-03,-70.705617E-03
+1.465000E-03,-71.866883E-03
+1.467500E-03,-72.687030E-03
+1.470000E-03,-73.855797E-03
+1.472500E-03,-75.168505E-03
+1.475000E-03,-74.960847E-03
+1.477500E-03,-75.321655E-03
+1.480000E-03,-76.132436E-03
+1.482500E-03,-75.934625E-03
+1.485000E-03,-76.675511E-03
+1.487500E-03,-76.672691E-03
+1.490000E-03,-76.515389E-03
+1.492500E-03,-76.876302E-03
+1.495000E-03,-77.399942E-03
+1.497500E-03,-76.201318E-03
+1.500000E-03,-75.730857E-03
+1.502500E-03,-75.673250E-03
+1.505000E-03,-74.866519E-03
+1.507500E-03,-74.542704E-03
+1.510000E-03,-73.930751E-03
+1.512500E-03,-73.280680E-03
+1.515000E-03,-72.648859E-03
+1.517500E-03,-71.819497E-03
+1.520000E-03,-70.359880E-03
+1.522500E-03,-69.533226E-03
+1.525000E-03,-68.569788E-03
+1.527500E-03,-67.356501E-03
+1.530000E-03,-66.238410E-03
+1.532500E-03,-65.039367E-03
+1.535000E-03,-63.575419E-03
+1.537500E-03,-62.083421E-03
+1.540000E-03,-60.767956E-03
+1.542500E-03,-59.322796E-03
+1.545000E-03,-57.764571E-03
+1.547500E-03,-56.128591E-03
+1.550000E-03,-54.812690E-03
+1.552500E-03,-53.205525E-03
+1.555000E-03,-51.299118E-03
+1.557500E-03,-48.666826E-03
+1.560000E-03,-48.176163E-03
+1.562500E-03,-45.657703E-03
+1.565000E-03,-43.804138E-03
+1.567500E-03,-42.906556E-03
+1.570000E-03,-41.188976E-03
+1.572500E-03,-39.564461E-03
+1.575000E-03,-38.386807E-03
+1.577500E-03,-36.844832E-03
+1.580000E-03,-35.017053E-03
+1.582500E-03,-33.421962E-03
+1.585000E-03,-31.555665E-03
+1.587500E-03,-29.231655E-03
+1.590000E-03,-28.013339E-03
+1.592500E-03,-25.846198E-03
+1.595000E-03,-24.162836E-03
+1.597500E-03,-22.454348E-03
+1.600000E-03,-20.752087E-03
+1.602500E-03,-19.363896E-03
+1.605000E-03,-17.470163E-03
+1.607500E-03,-16.012152E-03
+1.610000E-03,-14.181679E-03
+1.612500E-03,-12.774476E-03
+1.615000E-03,-10.544633E-03
+1.617500E-03,-9.212303E-03
+1.620000E-03,-7.024351E-03
+1.622500E-03,-5.315360E-03
+1.625000E-03,-4.199962E-03
+1.627500E-03,-2.143249E-03
+1.630000E-03,"-0,814507"
+1.632500E-03,"-0,042512"
+1.635000E-03,+1.229923E-03
+1.637500E-03,+2.850977E-03
+1.640000E-03,+3.893015E-03
+1.642500E-03,+5.346766E-03
+1.645000E-03,+6.820772E-03
+1.647500E-03,+7.743517E-03
+1.650000E-03,+9.790747E-03
+1.652500E-03,+11.063694E-03
+1.655000E-03,+11.572545E-03
+1.657500E-03,+13.325002E-03
+1.660000E-03,+13.899297E-03
+1.662500E-03,+15.130453E-03
+1.665000E-03,+16.213882E-03
+1.667500E-03,+17.140958E-03
+1.670000E-03,+17.721989E-03
+1.672500E-03,+18.403123E-03
+1.675000E-03,+19.150896E-03
+1.677500E-03,+19.181561E-03
+1.680000E-03,+20.375314E-03
+1.682500E-03,+20.378283E-03
+1.685000E-03,+21.201147E-03
+1.687500E-03,+21.396443E-03
+1.690000E-03,+21.763619E-03
+1.692500E-03,+21.546452E-03
+1.695000E-03,+22.991003E-03
+1.697500E-03,+22.109155E-03
+1.700000E-03,+22.824257E-03
+1.702500E-03,+23.267671E-03
+1.705000E-03,+22.749570E-03
+1.707500E-03,+22.796623E-03
+1.710000E-03,+23.336247E-03
+1.712500E-03,+22.228849E-03
+1.715000E-03,+22.221932E-03
+1.717500E-03,+21.971023E-03
+1.720000E-03,+21.600478E-03
+1.722500E-03,+21.169158E-03
+1.725000E-03,+21.788920E-03
+1.727500E-03,+20.786514E-03
+1.730000E-03,+20.559860E-03
+1.732500E-03,+19.804055E-03
+1.735000E-03,+19.209880E-03
+1.737500E-03,+18.977643E-03
+1.740000E-03,+18.651709E-03
+1.742500E-03,+17.645342E-03
+1.745000E-03,+17.108690E-03
+1.747500E-03,+16.854644E-03
+1.750000E-03,+15.585624E-03
+1.752500E-03,+14.982609E-03
+1.755000E-03,+13.786469E-03
+1.757500E-03,+12.670816E-03
+1.760000E-03,+11.869585E-03
+1.762500E-03,+10.827693E-03
+1.765000E-03,+10.192154E-03
+1.767500E-03,+9.179000E-03
+1.770000E-03,+6.875923E-03
+1.772500E-03,+6.264899E-03
+1.775000E-03,+5.832795E-03
+1.777500E-03,+4.442053E-03
+1.780000E-03,+3.436968E-03
+1.782500E-03,+2.485749E-03
+1.785000E-03,+1.116343E-03
+1.787500E-03,"0,195998"
+1.790000E-03,"-0,824435"
+1.792500E-03,-2.184003E-03
+1.795000E-03,-3.327516E-03
+1.797500E-03,-4.128336E-03
+1.800000E-03,-5.755399E-03
+1.802500E-03,-6.157528E-03
+1.805000E-03,-7.859313E-03
+1.807500E-03,-9.194707E-03
+1.810000E-03,-10.030672E-03
+1.812500E-03,-11.032676E-03
+1.815000E-03,-13.633299E-03
+1.817500E-03,-14.169104E-03
+1.820000E-03,-15.752557E-03
+1.822500E-03,-16.885753E-03
+1.825000E-03,-17.784533E-03
+1.827500E-03,-18.353061E-03
+1.830000E-03,-19.816329E-03
+1.832500E-03,-20.413543E-03
+1.835000E-03,-21.518590E-03
+1.837500E-03,-22.825544E-03
+1.840000E-03,-23.516017E-03
+1.842500E-03,-24.432862E-03
+1.845000E-03,-25.133781E-03
+1.847500E-03,-26.013178E-03
+1.850000E-03,-27.221866E-03
+1.852500E-03,-27.898508E-03
+1.855000E-03,-28.827734E-03
+1.857500E-03,-29.192419E-03
+1.860000E-03,-31.264618E-03
+1.862500E-03,-31.697186E-03
+1.865000E-03,-32.891624E-03
+1.867500E-03,-33.824475E-03
+1.870000E-03,-34.222554E-03
+1.872500E-03,-35.572630E-03
+1.875000E-03,-35.608274E-03
+1.877500E-03,-36.590949E-03
+1.880000E-03,-37.246624E-03
+1.882500E-03,-37.464309E-03
+1.885000E-03,-37.828081E-03
+1.887500E-03,-38.292783E-03
+1.890000E-03,-38.758035E-03
+1.892500E-03,-39.200813E-03
+1.895000E-03,-39.467834E-03
+1.897500E-03,-39.891707E-03
+1.900000E-03,-39.722109E-03
+1.902500E-03,-40.909110E-03
+1.905000E-03,-40.522619E-03
+1.907500E-03,-40.482036E-03
+1.910000E-03,-40.965704E-03
+1.912500E-03,-41.386990E-03
+1.915000E-03,-41.016141E-03
+1.917500E-03,-41.292708E-03
+1.920000E-03,-41.025439E-03
+1.922500E-03,-41.710545E-03
+1.925000E-03,-40.506790E-03
+1.927500E-03,-40.314959E-03
+1.930000E-03,-40.981655E-03
+1.932500E-03,-40.739511E-03
+1.935000E-03,-40.569727E-03
+1.937500E-03,-40.475878E-03
+1.940000E-03,-40.447301E-03
+1.942500E-03,-39.979647E-03
+1.945000E-03,-40.189576E-03
+1.947500E-03,-39.989319E-03
+1.950000E-03,-39.455088E-03
+1.952500E-03,-38.761242E-03
+1.955000E-03,-38.460359E-03
+1.957500E-03,-38.490954E-03
+1.960000E-03,-37.469350E-03
+1.962500E-03,-37.335426E-03
+1.965000E-03,-36.910491E-03
+1.967500E-03,-36.866396E-03
+1.970000E-03,-35.554083E-03
+1.972500E-03,-35.846670E-03
+1.975000E-03,-34.335929E-03
+1.977500E-03,-33.827136E-03
+1.980000E-03,-33.411933E-03
+1.982500E-03,-32.643028E-03
+1.985000E-03,-31.329268E-03
+1.987500E-03,-31.477575E-03
+1.990000E-03,-30.979023E-03
+1.992500E-03,-29.561872E-03
+1.995000E-03,-28.684793E-03
+1.997500E-03,-28.151316E-03
+2.000000E-03,-26.814136E-03
+2.002500E-03,-26.524685E-03
+2.005000E-03,-25.642654E-03
+2.007500E-03,-25.171422E-03
+2.010000E-03,-23.889189E-03
+2.012500E-03,-23.484165E-03
+2.015000E-03,-22.351071E-03
+2.017500E-03,-22.171860E-03
+2.020000E-03,-21.379702E-03
+2.022500E-03,-20.689384E-03
+2.025000E-03,-19.935360E-03
+2.027500E-03,-19.639495E-03
+2.030000E-03,-19.199924E-03
+2.032500E-03,-18.393722E-03
+2.035000E-03,-17.429206E-03
+2.037500E-03,-16.276888E-03
+2.040000E-03,-15.742776E-03
+2.042500E-03,-15.104957E-03
+2.045000E-03,-14.141338E-03
+2.047500E-03,-13.830666E-03
+2.050000E-03,-12.429077E-03
+2.052500E-03,-12.344406E-03
+2.055000E-03,-11.465074E-03
+2.057500E-03,-10.431718E-03
+2.060000E-03,-9.834210E-03
+2.062500E-03,-9.225494E-03
+2.065000E-03,-8.016000E-03
+2.067500E-03,-7.755709E-03
+2.070000E-03,-7.375748E-03
+2.072500E-03,-6.436419E-03
+2.075000E-03,-6.414304E-03
+2.077500E-03,-5.899228E-03
+2.080000E-03,-4.828832E-03
+2.082500E-03,-4.323049E-03
+2.085000E-03,-3.783172E-03
+2.087500E-03,-3.070298E-03
+2.090000E-03,-2.705976E-03
+2.092500E-03,-2.899984E-03
+2.095000E-03,-2.369921E-03
+2.097500E-03,-1.916878E-03
+2.100000E-03,-1.483591E-03
+2.102500E-03,-1.443284E-03
+2.105000E-03,"-0,918002"
+2.107500E-03,"-0,479284"
+2.110000E-03,"-0,441073"
+2.112500E-03,"-0,337691"
+2.115000E-03,"0,117776"
+2.117500E-03,"0,259764"
+2.120000E-03,"0,331082"
+2.122500E-03,"0,591629"
+2.125000E-03,"0,510167"
+2.127500E-03,"0,060718"
+2.130000E-03,"0,710843"
+2.132500E-03,"0,896407"
+2.135000E-03,"0,745917"
+2.137500E-03,+1.341859E-03
+2.140000E-03,"0,902952"
+2.142500E-03,"0,400109"
+2.145000E-03,"0,601643"
+2.147500E-03,"0,259439"
+2.150000E-03,"0,228429"
+2.152500E-03,"0,8084"
+2.155000E-03,"-0,132817"
+2.157500E-03,"0,394556"
